customer_id,gender,age,city
CUST0391,Male,60,Pune
CUST0392,Male,49,Mumbai
CUST0393,Female,43,Pune
CUST0394,Female,42,Hyderabad
CUST0395,Female,47,Delhi
CUST0396,Female,40,Delhi
CUST0397,Male,56,Bangalore
CUST0398,Female,62,Chennai
CUST0399,Male,57,Kolkata
CUST0400,Female,67,Pune
CUST0401,Female,48,Bangalore
CUST0402,Female,43,Chennai
CUST0403,Male,37,Chennai
CUST0404,Male,68,Delhi
CUST0405,Female,25,Kolkata
CUST0406,Male,33,Delhi
CUST0407,Female,56,Pune
CUST0408,Male,55,Pune
CUST0409,Female,67,Hyderabad
CUST0410,Male,31,Delhi
CUST0411,Male,30,Pune
CUST0412,Female,49,Mumbai
CUST0413,Male,68,Mumbai
CUST0414,Female,30,Mumbai
CUST0415,Female,35,Kolkata
CUST0416,Male,68,Hyderabad
CUST0417,Male,33,Hyderabad
CUST0418,Male,45,Bangalore
CUST0419,Female,33,Bangalore
CUST0420,Female,63,Kolkata
CUST0421,Female,65,Delhi
CUST0422,Male,26,Bangalore
CUST0423,Female,49,Chennai
CUST0424,Male,36,Mumbai
CUST0425,Female,40,Hyderabad
CUST0426,Female,49,Mumbai
CUST0427,Female,36,Kolkata
CUST0428,Male,46,Chennai
CUST0429,Male,47,Bangalore
CUST0430,Male,64,Mumbai
CUST0431,Male,68,Mumbai
CUST0432,Female,41,Chennai
CUST0433,Female,26,Chennai
CUST0434,Male,53,Chennai
CUST0435,Male,19,Delhi
CUST0436,Male,66,Hyderabad
CUST0437,Male,34,Bangalore
CUST0438,Male,50,Kolkata
CUST0439,Female,70,Pune
CUST0440,Male,44,Pune
CUST0441,Female,29,Delhi
CUST0442,Female,66,Delhi
CUST0443,Male,55,Pune
CUST0444,Male,51,Delhi
CUST0445,Male,40,Delhi
CUST0446,Male,38,Chennai
CUST0447,Female,29,Bangalore
CUST0448,Male,39,Bangalore
CUST0449,Female,60,Delhi
CUST0450,Male,49,Chennai
CUST0451,Male,36,Chennai
CUST0452,Male,20,Hyderabad
CUST0453,Female,48,Pune
CUST0454,Female,40,Kolkata
CUST0455,Male,62,Kolkata
CUST0456,Male,38,Kolkata
CUST0457,Female,41,Chennai
CUST0458,Male,57,Bangalore
CUST0459,Female,45,Pune
CUST0460,Female,35,Mumbai
CUST0461,Female,45,Delhi
CUST0462,Male,30,Bangalore
CUST0463,Male,59,Chennai
CUST0464,Male,33,Hyderabad
CUST0465,Female,69,Bangalore
CUST0466,Female,48,Pune
CUST0467,Male,62,Bangalore
CUST0468,Female,23,Pune
CUST0469,Female,48,Bangalore
CUST0470,Female,62,Kolkata
CUST0471,Male,56,Mumbai
CUST0472,Female,42,Mumbai
CUST0473,Male,41,Pune
CUST0474,Female,36,Bangalore
CUST0475,Male,57,Chennai
CUST0476,Female,65,Chennai
CUST0477,Female,26,Bangalore
CUST0478,Male,26,Hyderabad
CUST0479,Female,66,Chennai
CUST0480,Male,49,Mumbai
CUST0481,Male,65,Delhi
CUST0482,Female,19,Delhi
CUST0483,Female,20,Kolkata
CUST0484,Female,23,Hyderabad
CUST0485,Male,25,Chennai
CUST0486,Female,54,Hyderabad
CUST0487,Male,49,Mumbai
CUST0488,Female,36,Delhi
CUST0489,Male,65,Bangalore
CUST0490,Male,31,Chennai
CUST0491,Female,37,Delhi
CUST0492,Male,48,Hyderabad
CUST0493,Female,49,Kolkata
CUST0494,Female,20,Hyderabad
CUST0495,Female,48,Hyderabad
CUST0496,Female,56,Hyderabad
CUST0497,Female,26,Hyderabad
CUST0498,Male,29,Kolkata
CUST0499,Female,27,Delhi
CUST0500,Male,50,Bangalore
CUST0501,Female,70,Bangalore
CUST0502,Female,41,Hyderabad
CUST0503,Female,19,Hyderabad
CUST0504,Male,54,Bangalore
CUST0505,Male,70,Chennai
CUST0506,Male,37,Delhi
CUST0507,Female,33,Bangalore
CUST0508,Male,47,Hyderabad
CUST0509,Male,63,Mumbai
CUST0510,Female,31,Chennai
CUST0511,Male,27,Kolkata
CUST0512,Female,25,Kolkata
CUST0513,Female,21,Bangalore
CUST0514,Female,48,Mumbai
CUST0515,Female,39,Mumbai
CUST0516,Male,54,Chennai
CUST0517,Male,69,Delhi
CUST0518,Male,36,Bangalore
CUST0519,Male,44,Delhi
CUST0520,Female,21,Kolkata
CUST0521,Male,37,Chennai
CUST0522,Male,18,Bangalore
CUST0523,Male,55,Mumbai
CUST0524,Female,61,Hyderabad
CUST0525,Male,59,Hyderabad
CUST0526,Male,52,Delhi
CUST0527,Male,47,Hyderabad
CUST0528,Male,32,Mumbai
CUST0529,Male,60,Hyderabad
CUST0530,Female,61,Kolkata
CUST0531,Male,64,Delhi
CUST0532,Male,30,Bangalore
CUST0533,Male,70,Pune
CUST0534,Male,68,Pune
CUST0535,Female,32,Delhi
CUST0536,Male,56,Mumbai
CUST0537,Male,69,Bangalore
CUST0538,Male,51,Hyderabad
CUST0539,Female,56,Hyderabad
CUST0540,Male,47,Delhi
CUST0541,Male,40,Bangalore
CUST0542,Male,29,Mumbai
CUST0543,Female,47,Bangalore
CUST0544,Female,56,Kolkata
CUST0545,Female,31,Hyderabad
CUST0546,Female,51,Chennai
CUST0547,Male,41,Chennai
CUST0548,Female,69,Delhi
CUST0549,Female,32,Pune
CUST0550,Female,18,Mumbai
CUST0551,Female,32,Chennai
CUST0552,Female,53,Pune
CUST0553,Female,38,Bangalore
CUST0554,Female,58,Delhi
CUST0555,Female,21,Pune
CUST0556,Male,26,Delhi
CUST0557,Female,56,Pune
CUST0558,Female,43,Pune
CUST0559,Male,35,Pune
CUST0560,Female,44,Chennai
CUST0561,Male,18,Bangalore
CUST0562,Male,28,Delhi
CUST0563,Male,46,Mumbai
CUST0564,Female,33,Pune
CUST0565,Male,64,Bangalore
CUST0566,Female,29,Pune
CUST0567,Female,24,Bangalore
CUST0568,Male,58,Delhi
CUST0569,Male,37,Hyderabad
CUST0570,Female,65,Mumbai
CUST0571,Male,60,Hyderabad
CUST0572,Male,31,Mumbai
CUST0573,Male,37,Hyderabad
CUST0574,Female,66,Bangalore
CUST0575,Female,47,Hyderabad
CUST0576,Female,49,Chennai
CUST0577,Male,30,Mumbai
CUST0578,Female,20,Pune
CUST0579,Male,18,Pune
CUST0580,Female,34,Pune
CUST0581,Male,35,Mumbai
CUST0582,Male,41,Bangalore
CUST0583,Female,46,Delhi
CUST0584,Female,66,Chennai
CUST0585,Female,41,Delhi
CUST0586,Female,62,Chennai
CUST0587,Female,60,Mumbai
CUST0588,Female,43,Mumbai
CUST0589,Male,26,Pune
CUST0590,Male,24,Hyderabad
CUST0591,Male,60,Hyderabad
CUST0592,Female,59,Delhi
CUST0593,Female,26,Mumbai
CUST0594,Male,24,Hyderabad
CUST0595,Male,56,Hyderabad
CUST0596,Male,64,Hyderabad
CUST0597,Female,40,Mumbai
CUST0598,Male,46,Chennai
CUST0599,Male,21,Chennai
CUST0600,Male,20,Bangalore
CUST0601,Female,41,Mumbai
CUST0602,Female,48,Delhi
CUST0603,Male,66,Delhi
CUST0604,Female,66,Pune
CUST0605,Female,60,Pune
CUST0606,Male,26,Chennai
CUST0607,Male,52,Mumbai
CUST0608,Female,70,Bangalore
CUST0609,Female,27,Pune
CUST0610,Female,24,Pune
CUST0611,Female,48,Pune
CUST0612,Male,61,Pune
CUST0613,Male,37,Kolkata
CUST0614,Female,69,Pune
CUST0615,Male,63,Mumbai
CUST0616,Female,21,Chennai
CUST0617,Female,34,Bangalore
CUST0618,Female,24,Chennai
CUST0619,Male,27,Hyderabad
CUST0620,Female,18,Chennai
CUST0621,Female,25,Chennai
CUST0622,Male,25,Bangalore
CUST0623,Female,49,Mumbai
CUST0624,Female,63,Kolkata
CUST0625,Male,23,Bangalore
CUST0626,Female,40,Mumbai
CUST0627,Female,49,Kolkata
CUST0628,Female,23,Chennai
CUST0629,Male,52,Kolkata
CUST0630,Male,28,Pune
CUST0631,Female,53,Bangalore
CUST0632,Male,36,Hyderabad
CUST0633,Male,70,Bangalore
CUST0634,Female,21,Kolkata
CUST0635,Male,64,Bangalore
CUST0636,Male,48,Mumbai
CUST0637,Female,61,Pune
CUST0638,Male,66,Pune
CUST0639,Female,70,Mumbai
CUST0640,Male,32,Bangalore
CUST0641,Female,22,Chennai
CUST0642,Male,60,Pune
CUST0643,Male,38,Pune
CUST0644,Female,40,Chennai
CUST0645,Female,52,Pune
CUST0646,Male,41,Chennai
CUST0647,Male,31,Delhi
CUST0648,Male,48,Kolkata
CUST0649,Female,48,Chennai
CUST0650,Female,61,Chennai
CUST0651,Male,65,Hyderabad
CUST0652,Female,30,Bangalore
CUST0653,Male,53,Chennai
CUST0654,Male,38,Pune
CUST0655,Female,48,Kolkata
CUST0656,Female,46,Mumbai
CUST0657,Female,24,Delhi
CUST0658,Male,29,Pune
CUST0659,Male,46,Mumbai
CUST0660,Male,27,Pune
CUST0661,Female,24,Chennai
CUST0662,Male,62,Pune
CUST0663,Female,68,Pune
CUST0664,Female,44,Chennai
CUST0665,Male,62,Hyderabad
CUST0666,Female,18,Pune
CUST0667,Male,58,Hyderabad
CUST0668,Male,41,Pune
CUST0669,Female,25,Pune
CUST0670,Male,23,Delhi
CUST0671,Female,44,Hyderabad
CUST0672,Female,18,Delhi
CUST0673,Male,19,Hyderabad
CUST0674,Female,21,Mumbai
CUST0675,Male,58,Kolkata
CUST0676,Male,54,Kolkata
CUST0677,Male,64,Mumbai
CUST0678,Female,34,Hyderabad
CUST0679,Female,42,Kolkata
CUST0680,Male,28,Bangalore
CUST0681,Male,32,Chennai
CUST0682,Female,30,Chennai
CUST0683,Female,45,Bangalore
CUST0684,Female,36,Bangalore
CUST0685,Male,18,Kolkata
CUST0686,Male,54,Mumbai
CUST0687,Female,55,Bangalore
CUST0688,Male,22,Bangalore
CUST0689,Female,49,Delhi
CUST0690,Male,64,Kolkata
CUST0691,Female,35,Mumbai
CUST0692,Female,60,Hyderabad
CUST0693,Male,62,Kolkata
CUST0694,Female,66,Mumbai
CUST0695,Male,35,Delhi
CUST0696,Female,60,Chennai
CUST0697,Female,41,Chennai
CUST0698,Male,61,Hyderabad
CUST0699,Female,43,Delhi
CUST0700,Male,29,Hyderabad
CUST0701,Female,45,Pune
CUST0702,Male,54,Bangalore
CUST0703,Female,34,Mumbai
CUST0704,Female,49,Bangalore
CUST0705,Female,51,Kolkata
CUST0706,Male,45,Kolkata
CUST0707,Male,37,Pune
CUST0708,Male,21,Delhi
CUST0709,Female,40,Kolkata
CUST0710,Male,61,Chennai
CUST0711,Male,26,Kolkata
CUST0712,Male,67,Bangalore
CUST0713,Male,66,Chennai
CUST0714,Female,21,Mumbai
CUST0715,Female,58,Delhi
CUST0716,Female,43,Hyderabad
CUST0717,Male,29,Chennai
CUST0718,Female,62,Chennai
CUST0719,Male,40,Delhi
CUST0720,Male,59,Chennai
CUST0721,Male,54,Delhi
CUST0722,Male,49,Kolkata
CUST0723,Female,25,Mumbai
CUST0724,Female,49,Bangalore
CUST0725,Female,54,Pune
CUST0726,Male,69,Delhi
CUST0727,Male,70,Chennai
CUST0728,Male,52,Mumbai
CUST0729,Male,53,Hyderabad
CUST0730,Male,53,Mumbai
CUST0731,Male,21,Mumbai
CUST0732,Male,46,Pune
CUST0733,Male,69,Bangalore
CUST0734,Male,56,Bangalore
CUST0735,Female,67,Chennai
CUST0736,Female,23,Pune
CUST0737,Female,25,Chennai
CUST0738,Female,46,Pune
CUST0739,Female,69,Hyderabad
CUST0740,Female,52,Bangalore
CUST0741,Male,33,Bangalore
CUST0742,Male,46,Kolkata
CUST0743,Female,22,Kolkata
CUST0744,Female,55,Delhi
CUST0745,Male,50,Bangalore
CUST0746,Female,59,Hyderabad
CUST0747,Female,31,Hyderabad
CUST0748,Female,52,Bangalore
CUST0749,Male,47,Chennai
CUST0750,Female,32,Chennai
CUST0751,Female,50,Delhi
CUST0752,Male,20,Pune
CUST0753,Female,55,Mumbai
CUST0754,Male,27,Bangalore
CUST0755,Male,54,Hyderabad
CUST0756,Male,45,Bangalore
CUST0757,Male,32,Pune
CUST0758,Male,41,Chennai
CUST0759,Female,34,Bangalore
CUST0760,Female,58,Hyderabad
CUST0761,Male,58,Delhi
CUST0762,Male,18,Kolkata
CUST0763,Male,37,Bangalore
CUST0764,Female,46,Chennai
CUST0765,Female,61,Bangalore
CUST0766,Male,35,Kolkata
CUST0767,Female,26,Kolkata
CUST0768,Male,28,Kolkata
CUST0769,Male,50,Hyderabad
CUST0770,Female,26,Pune
CUST0771,Female,68,Chennai
CUST0772,Female,48,Delhi
CUST0773,Female,67,Chennai
CUST0774,Male,23,Hyderabad
CUST0775,Female,18,Hyderabad
CUST0776,Male,24,Pune
CUST0777,Female,26,Hyderabad
CUST0778,Male,69,Delhi
CUST0779,Male,37,Hyderabad
CUST0780,Male,30,Kolkata
CUST0781,Male,24,Chennai
CUST0782,Male,28,Pune
CUST0783,Female,45,Kolkata
CUST0784,Male,28,Pune
CUST0785,Female,67,Kolkata
CUST0786,Female,39,Bangalore
CUST0787,Male,54,Delhi
CUST0788,Male,41,Delhi
CUST0789,Female,30,Mumbai
CUST0790,Male,64,Chennai
CUST0791,Male,54,Bangalore
CUST0792,Female,23,Bangalore
CUST0793,Male,54,Bangalore
CUST0794,Female,58,Pune
CUST0795,Female,23,Chennai
CUST0796,Male,38,Kolkata
CUST0797,Male,66,Delhi
CUST0798,Male,66,Mumbai
CUST0799,Male,26,Bangalore
CUST0800,Male,29,Chennai
CUST0801,Female,47,Hyderabad
CUST0802,Male,32,Delhi
CUST0803,Female,42,Chennai
CUST0804,Male,40,Chennai
CUST0805,Male,37,Chennai
CUST0806,Female,61,Pune
CUST0807,Female,47,Delhi
CUST0808,Female,38,Bangalore
CUST0809,Female,47,Hyderabad
CUST0810,Male,42,Hyderabad
CUST0811,Male,45,Mumbai
CUST0812,Female,35,Chennai
CUST0813,Female,24,Bangalore
CUST0814,Female,38,Delhi
CUST0815,Female,53,Bangalore
CUST0816,Female,44,Kolkata
CUST0817,Female,29,Bangalore
CUST0818,Male,60,Delhi
CUST0819,Female,66,Kolkata
CUST0820,Female,19,Mumbai
CUST0821,Female,41,Kolkata
CUST0822,Female,33,Pune
CUST0823,Female,42,Pune
CUST0824,Male,41,Mumbai
CUST0825,Male,68,Bangalore
CUST0826,Female,62,Mumbai
CUST0827,Female,48,Bangalore
CUST0828,Male,55,Kolkata
CUST0829,Female,42,Kolkata
CUST0830,Male,59,Delhi
CUST0831,Female,58,Hyderabad
CUST0832,Male,32,Mumbai
CUST0833,Male,33,Kolkata
CUST0834,Female,37,Bangalore
CUST0835,Female,58,Delhi
CUST0836,Male,49,Hyderabad
CUST0837,Male,30,Pune
CUST0838,Female,68,Mumbai
CUST0839,Female,39,Chennai
CUST0840,Female,19,Kolkata
CUST0841,Female,35,Delhi
CUST0842,Male,21,Mumbai
CUST0843,Male,55,Hyderabad
CUST0844,Female,41,Delhi
